user_id,message_id,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported
u_001,message_0168,0,0,,1,1,0
u_001,message_0169,0,0,,1,1,0
u_009,message_0170,0,0,,1,1,0
u_009,message_0171,0,0,,1,1,0
u_016,message_0172,1,1,2,0,0,0
u_016,message_0173,1,1,2,0,0,0
u_003,message_0174,0,0,,1,1,0
u_003,message_0175,0,0,,1,1,0
u_011,message_0176,1,1,2,0,0,0
u_011,message_0177,1,1,2,0,0,0
u_006,message_0178,0,0,,1,1,1
u_006,message_0179,0,0,,1,1,1
u_005,message_0180,0,0,,1,1,1
u_005,message_0181,0,0,,1,1,1
u_008,message_0182,1,0,120,0,0,0
u_008,message_0183,1,0,120,0,0,0
u_007,message_0184,0,0,,1,1,0
u_007,message_0185,0,0,,1,1,0
u_011,message_0186,1,1,2,0,0,0
u_011,message_0187,1,1,2,0,0,0
u_017,message_0188,1,0,120,0,0,0
u_017,message_0189,1,0,120,0,0,0
u_003,message_0190,0,0,,1,1,0
u_003,message_0191,0,0,,1,1,0
u_009,message_0192,1,0,9,0,0,0
u_009,message_0193,1,0,9,0,0,0
u_012,message_0194,1,0,120,0,0,0
u_012,message_0195,1,0,120,0,0,0
u_009,message_0196,1,0,9,0,0,0
u_009,message_0197,1,0,9,0,0,0
u_005,message_0198,0,0,,1,1,1
u_005,message_0199,0,0,,1,1,1
u_040,message_0200,0,0,,1,1,1
u_040,message_0201,0,0,,1,1,1
u_019,message_0202,1,1,2,0,0,0
u_019,message_0203,1,1,2,0,0,0
u_016,message_0204,0,0,,1,1,1
u_016,message_0205,0,0,,1,1,1
u_006,message_0206,1,1,2,0,0,0
u_006,message_0207,1,1,2,0,0,0
u_040,message_0208,0,0,,1,1,1
u_040,message_0209,0,0,,1,1,1
u_009,message_0210,1,0,9,0,0,0
u_009,message_0211,1,0,9,0,0,0
u_011,message_0212,1,1,2,0,0,0
u_011,message_0213,1,1,2,0,0,0
u_029,message_0214,1,1,2,0,0,0
u_016,message_0215,1,1,2,0,0,0
u_018,message_0216,1,0,120,0,0,0
u_040,message_0217,0,0,,1,1,0
u_009,message_0218,1,0,9,0,0,0
u_004,message_0219,1,1,2,0,0,0
u_026,message_0220,0,0,,1,1,0
u_027,message_0221,0,0,,1,1,0
u_001,message_0222,1,1,2,0,0,0
u_001,message_0223,1,1,2,0,0,0
u_001,message_0224,0,0,,1,1,0
u_002,message_0225,1,0,120,0,0,0
u_002,message_0226,1,1,2,0,0,0
u_002,message_0227,1,0,120,0,0,0
u_003,message_0228,1,1,2,0,0,0
u_003,message_0229,1,1,2,0,0,0
u_003,message_0230,0,0,,1,1,0
u_004,message_0231,1,1,2,0,0,0
u_004,message_0232,1,1,2,0,0,0
u_004,message_0233,1,0,120,0,0,0
u_005,message_0234,1,1,2,0,0,0
u_005,message_0235,1,0,120,0,0,0
u_005,message_0236,1,0,120,0,0,0
u_006,message_0237,1,1,2,0,0,0
u_006,message_0238,1,1,2,0,0,0
u_006,message_0239,1,0,120,0,0,0
u_007,message_0240,0,0,,1,1,0
u_007,message_0241,0,0,,1,1,0
u_007,message_0242,1,0,120,0,0,0
u_008,message_0243,1,0,120,0,0,0
u_008,message_0244,1,0,120,0,0,0
u_008,message_0245,1,1,2,0,0,0
u_009,message_0246,1,1,2,0,0,0
u_009,message_0247,1,0,9,0,0,0
u_009,message_0248,0,0,,1,1,0
u_010,message_0249,1,1,2,0,0,0
u_010,message_0250,1,1,2,0,0,0
u_010,message_0251,1,0,120,0,0,0
u_011,message_0252,1,1,2,0,0,0
u_011,message_0253,1,1,2,0,0,0
u_011,message_0254,0,0,,1,1,1
u_012,message_0255,1,0,120,0,0,0
u_012,message_0256,1,0,120,0,0,0
u_012,message_0257,1,0,120,0,0,0
u_013,message_0258,1,1,2,0,0,0
u_013,message_0259,1,1,2,0,0,0
u_013,message_0260,0,0,,1,1,1
u_014,message_0261,1,1,2,0,0,0
u_014,message_0262,1,1,2,0,0,0
u_014,message_0263,1,1,2,0,0,0
u_015,message_0264,1,0,120,0,0,0
u_015,message_0265,1,1,2,0,0,0
u_015,message_0266,0,0,,1,1,1
u_016,message_0267,1,1,2,0,0,0
u_016,message_0268,1,0,120,0,0,0
u_016,message_0269,1,1,2,0,0,0
u_017,message_0270,1,0,120,0,0,0
u_017,message_0271,1,1,2,0,0,0
u_017,message_0272,1,1,2,0,0,0
u_018,message_0273,1,0,120,0,0,0
u_018,message_0274,1,1,2,0,0,0
u_018,message_0275,1,0,120,0,0,0
u_019,message_0276,1,1,2,0,0,0
u_019,message_0277,1,1,2,0,0,0
u_019,message_0278,1,1,2,0,0,0
u_020,message_0279,1,0,120,0,0,0
u_020,message_0280,1,1,2,0,0,0
u_020,message_0281,0,0,,1,1,0
u_021,message_0282,1,0,120,0,0,0
u_021,message_0283,1,0,120,0,0,0
u_021,message_0284,0,0,,1,1,1
u_022,message_0285,1,0,120,0,0,0
u_022,message_0286,1,1,2,0,0,0
u_022,message_0287,1,1,2,0,0,0
u_023,message_0288,1,0,120,0,0,0
u_023,message_0289,1,1,2,0,0,0
u_023,message_0290,1,0,120,0,0,0
u_024,message_0291,1,0,120,0,0,0
u_024,message_0292,1,0,120,0,0,0
u_024,message_0293,1,1,2,0,0,0
u_025,message_0294,1,0,120,0,0,0
u_025,message_0295,1,0,120,0,0,0
u_025,message_0296,1,0,120,0,0,0
u_026,message_0297,0,0,,1,1,0
u_026,message_0298,0,0,,1,1,0
u_026,message_0299,1,0,120,0,0,0
u_027,message_0300,0,0,,1,1,0
u_027,message_0301,1,1,2,0,0,0
u_027,message_0302,1,1,2,0,0,0
u_028,message_0303,1,1,2,0,0,0
u_028,message_0304,0,0,,1,1,1
u_028,message_0305,0,0,,1,1,1
u_029,message_0306,1,1,2,0,0,0
u_029,message_0307,1,1,2,0,0,0
u_029,message_0308,1,0,120,0,0,0
u_030,message_0309,1,0,120,0,0,0
u_030,message_0310,1,0,120,0,0,0
u_030,message_0311,1,1,2,0,0,0
u_031,message_0312,1,1,2,0,0,0
u_031,message_0313,1,1,2,0,0,0
u_031,message_0314,1,1,2,0,0,0
u_032,message_0315,1,1,2,0,0,0
u_032,message_0316,1,0,120,0,0,0
u_032,message_0317,0,0,,1,1,1
u_033,message_0318,0,0,,1,1,0
u_033,message_0319,0,0,,1,1,0
u_033,message_0320,0,0,,1,1,0
u_034,message_0321,1,0,120,0,0,0
u_034,message_0322,1,1,2,0,0,0
u_034,message_0323,1,0,120,0,0,0
u_035,message_0324,1,0,120,0,0,0
u_035,message_0325,1,1,2,0,0,0
u_035,message_0326,1,0,120,0,0,0
u_036,message_0327,1,1,2,0,0,0
u_036,message_0328,1,0,120,0,0,0
u_036,message_0329,1,1,2,0,0,0
u_037,message_0330,1,1,2,0,0,0
u_037,message_0331,1,1,2,0,0,0
u_037,message_0332,1,0,120,0,0,0
u_038,message_0333,1,0,120,0,0,0
u_038,message_0334,1,0,120,0,0,0
u_038,message_0335,1,0,120,0,0,0
u_039,message_0336,1,1,2,0,0,0
u_039,message_0337,1,1,2,0,0,0
u_039,message_0338,1,0,120,0,0,0
u_040,message_0339,0,0,,1,1,0
u_040,message_0340,0,0,,1,1,1
u_040,message_0341,0,0,,1,1,0
u_001,message_0342,1,1,2,0,0,0
u_001,message_0343,1,0,120,0,0,0
u_001,message_0344,0,0,,1,1,1
u_004,message_0345,1,1,2,0,0,0
u_004,message_0346,1,0,120,0,0,0
u_006,message_0347,1,1,2,0,0,0
u_006,message_0348,0,0,,1,1,1
u_007,message_0349,1,0,120,0,0,0
u_007,message_0350,1,1,2,0,0,0
u_009,message_0351,1,1,2,0,0,0
u_009,message_0352,1,0,9,0,0,0
u_010,message_0353,1,0,120,0,0,0
u_010,message_0354,1,1,2,0,0,0
u_014,message_0355,1,1,2,0,0,0
u_014,message_0356,0,0,,1,1,0
u_016,message_0357,1,0,120,0,0,0
u_016,message_0358,1,1,2,0,0,0
u_019,message_0359,1,1,2,0,0,0
u_019,message_0360,1,0,120,0,0,0
u_023,message_0361,1,1,2,0,0,0
u_023,message_0362,0,0,,1,1,0
u_028,message_0363,1,1,2,0,0,0
u_028,message_0364,0,0,,1,1,1
u_032,message_0365,1,1,2,0,0,0
u_033,message_0366,0,0,,1,1,0
u_036,message_0367,1,1,2,0,0,0
u_036,message_0368,0,0,,1,1,1
u_037,message_0369,1,0,120,0,0,0
u_037,message_0370,1,1,2,0,0,0
u_040,message_0371,1,0,120,0,0,0
u_040,message_0372,0,0,,1,1,1
u_032,message_0373,1,1,2,0,0,0
u_040,message_0374,0,0,,1,1,0
u_021,message_0375,1,0,120,0,0,0
u_014,message_0376,1,1,2,0,0,0
u_003,message_0377,1,1,2,0,0,0
u_025,message_0378,1,1,2,0,0,0
u_021,message_0379,1,0,120,0,0,0
u_028,message_0380,1,1,2,0,0,0
u_037,message_0381,1,0,120,0,0,0
u_023,message_0382,1,0,120,0,0,0
u_010,message_0383,1,1,2,0,0,0
u_032,message_0384,1,0,120,0,0,0
u_007,message_0385,0,0,,1,1,0
u_006,message_0386,1,1,2,0,0,0
u_016,message_0387,1,1,2,0,0,0
u_039,message_0388,1,0,120,0,0,0
u_024,message_0389,1,0,120,0,0,0
u_005,message_0390,1,1,2,0,0,0
u_035,message_0391,1,0,120,0,0,0
u_014,message_0392,1,1,2,0,0,0
u_011,message_0393,1,1,2,0,0,0
u_005,message_0394,1,0,120,0,0,0
u_009,message_0395,1,0,120,0,0,0
