message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,forwarded_count
message_0240,u_012,business,,business_093,,2026-08-07 07:03,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",0
message_0284,u_027,business,,business_094,,2026-07-02 17:24,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0223,u_006,group,group_003,,u_051,2026-03-23 12:17,"Old worksheet answers for last year's science chapter, forwarding in case useful.",5
message_0351,u_036,direct,,,u_047,2026-05-19 07:08,Car service pickup is here. Please confirm if keys are with security or should I wait near basement entry.,0
message_0220,u_005,group,group_021,,u_054,2026-08-12 12:03,"Long read for weekend: AI infra names are expensive, but earnings revision is still positive. Sharing the research PDF here, no buy call.",2
message_0203,u_009,group,group_005,,u_050,2026-04-30 17:17,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0196,u_016,group,group_005,,u_050,2026-03-24 12:39,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0163,u_009,group,group_005,,u_052,2026-07-15 12:17,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0076,u_005,group,group_005,,u_050,2026-04-16 12:39,Final warning: failed login detected. Verify in 30 minutes or account access restricted.,0
message_0029,u_011,group,group_002,,u_043,2026-04-22 17:57,Admin reminder: maintenance only through app/office QR by 5 PM. Receipts reconciled after 7.,0
message_0118,u_011,group,group_002,,u_043,2026-08-10 12:52,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0257,u_018,business,,business_030,,2026-05-31 17:46,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0171,u_006,group,group_002,,u_043,2026-03-12 07:08,Admin note: Aug maintenance still pending for 18 flats. Pay only in society app or office QR near reception. Don't use links posted by residents.,0
message_0343,u_019,direct,,,u_054,2026-08-19 12:17,"Dance practice moved to Studio B. Same time, just enter from the side gate.",0
message_0098,u_012,business,,business_005,,2026-03-29 17:52,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0246,u_014,business,,business_032,,2026-03-15 07:39,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0009,u_035,group,group_009,,u_042,2026-05-30 07:57,"Good morning family, have a peaceful day.",0
message_0035,u_028,group,group_008,,u_041,2026-05-19 17:31,"Uploading festival pics here. Download your family ones when free, I may delete album Sunday.",0
message_0048,u_010,group,group_002,,u_043,2026-03-05 07:52,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0072,u_007,business,,business_003,,2026-03-07 07:12,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0337,u_010,direct,,,u_054,2026-07-23 12:46,Did you eat dinner? No need to reply if you are still in meetings.,0
message_0205,u_011,group,group_002,,u_043,2026-05-20 12:31,"Route B bus leaving 15 min early today, main signal road blocked. Pickup 7:35 sharp, driver can't wait.",0
message_0146,u_007,business,,business_003,,2026-08-19 17:39,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0147,u_007,business,,business_005,,2026-03-10 07:46,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0233,u_010,group,group_004,,u_046,2026-05-29 17:17,@u_010 upload finished? I am waiting before sending the client status mail.,0
message_0060,u_020,business,,business_005,,2026-05-31 07:03,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0090,u_002,business,,business_002,,2026-06-29 07:03,"Hi Customer,

Your latest account status has been updated.

Tap below to view the details securely in your banking app.

Team Banking Services",0
message_0282,u_026,business,,business_005,,2026-06-12 07:12,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0037,u_006,group,group_003,,u_045,2026-06-08 12:46,School notice board updated. Consent list closes 6 PM; missing names won't be added tomorrow.,0
message_0236,u_011,group,group_002,,u_043,2026-06-28 17:39,Emergency: basement pump room is flooding. Move parked cars near pillar B7 within 15 minutes.,0
message_0175,u_008,business,,business_005,,2026-04-21 12:31,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0316,u_037,business,,business_109,,2026-03-01 12:39,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",0
message_0310,u_035,group,group_018,,u_054,2026-06-21 12:03,LIVE: Spain vs Argentina watch link and score thread. Mute after kickoff if notifications get too much.,0
message_0326,u_001,direct,,,u_041,2026-05-07 17:39,"Reached the clinic. Doctor is running late, so don't leave yet. I'll call when they give the next slot.",0
message_0213,u_003,business,,business_032,,2026-07-06 07:17,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0039,u_001,group,group_001,,u_051,2026-06-28 07:57,"Sharing this here: ancient remedy for health, everyone should follow. Share with family.",12
message_0265,u_020,group,group_005,,u_052,2026-07-17 12:31,"Pain relief oil bulk discount, today only. DM fast before stock finishes.",4
message_0073,u_007,business,,business_005,,2026-03-17 12:17,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0258,u_018,business,,business_060,,2026-06-10 07:52,"Dear Customer,

Return pickup for order SG-419 has been assigned for Friday afternoon. This update is from Shopee.

Tap below to view details.",0
message_0031,u_010,business,,business_001,,2026-05-12 12:08,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
message_0013,u_001,group,group_001,,u_051,2026-06-06 12:17,Good morning. Have a blessed day.,0
message_0209,u_002,business,,business_096,,2026-05-27 17:57,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",0
message_0341,u_016,direct,,,u_054,2026-07-30 17:08,"I uploaded the lab notes in drive. Read whenever you get time; quiz is next week, not tomorrow.",0
message_0237,u_011,business,,business_006,,2026-07-08 07:46,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",0
message_0127,u_001,business,,business_005,,2026-04-17 12:46,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0170,u_006,group,group_002,,u_043,2026-03-02 17:03,"Accounts update: late fee after Fri 5 PM. If paid by transfer, send receipt to office WhatsApp, not this group. Sheet updated after 7.",0
message_0353,u_037,direct,,,u_054,2026-05-06 17:17,Restaurant changed our booking to 8:30. Still okay for you? Reply when free.,0
message_0021,u_012,business,,business_098,,2026-03-06 07:08,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",0
message_0253,u_016,business,,business_058,,2026-04-21 12:17,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",0
message_0088,u_011,group,group_011,,u_044,2026-06-09 12:52,"Paid just now for 12C. Ref 480921, amount 4820. Pls don't ask me to post receipt again, will show office if needed.",0
message_0137,u_005,group,group_005,,u_050,2026-06-23 17:46,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0099,u_012,business,,business_005,,2026-03-06 07:57,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0304,u_033,business,,business_003,,2026-05-25 12:24,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0319,u_038,group,group_005,,u_048,2026-08-17 12:57,"Imported jacket clearance. Sizes S to XL, pickup only, no returns.",1
message_0232,u_009,group,group_009,,u_051,2026-05-19 12:12,Good morning. May your day be blessed. Please forward to ten people before sunrise.,11
message_0356,u_040,direct,,,u_052,2026-06-05 17:39,Land token link closes tonight. Pay now and registry papers will be shared later.,1
message_0024,u_005,group,group_005,,u_050,2026-03-03 07:24,Support alert: password verification pending. Confirm password + OTP in 30 mins or account blocks.,0
message_0260,u_019,business,,business_107,,2026-06-30 17:03,"Dear Customer,

Your 7 PM contemporary dance class is confirmed. Studio asks students to arrive 10 minutes early. This update is from ClassPass.

Tap below to view details.",0
message_0158,u_010,business,,business_004,,2026-05-26 17:52,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0331,u_006,direct,,,u_045,2026-05-24 12:08,Please send the signed consent form today. The bus list closes at 5 PM and I still don't see your child's name.,0
message_0055,u_032,group,group_002,,u_043,2026-04-11 12:31,"Marketplace listing from Myntra: lightly used kurta set, size M, pickup near Gate 2. u_032 asked for photos and pickup time.",0
message_0296,u_031,business,,business_095,,2026-04-08 17:39,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0216,u_004,group,group_004,,u_046,2026-08-05 07:39,Can you join the 4 PM review? Client asked for failed-payment counts and retry backlog before we send the final note.,0
message_0044,u_011,group,group_002,,u_043,2026-07-15 17:24,Admin reminder: maintenance only through app/office QR by 5 PM. Receipts reconciled after 7.,0
message_0120,u_035,group,group_016,,u_051,2026-03-11 07:03,Good morning all. May today bring success and peace. Share positivity with friends.,0
message_0168,u_011,group,group_002,,u_043,2026-08-01 07:52,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0222,u_006,group,group_003,,u_045,2026-03-13 07:12,International School: Grade 4 pickup is from Gate B today because the front road is closed for repair.,0
message_0159,u_010,group,group_002,,u_043,2026-06-05 07:57,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0194,u_019,group,group_002,,u_043,2026-03-04 17:24,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0315,u_037,business,,business_108,,2026-08-10 07:31,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",0
message_0346,u_023,direct,,,u_052,2026-03-30 12:39,"Fresh biryani boxes available, order fast and pay advance to reserve.",2
message_0049,u_010,group,group_004,,u_046,2026-03-15 12:57,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0263,u_020,business,,business_091,,2026-07-30 17:17,"Dear Customer,

Now that you finally have Hoop products in your hands, we'd love quick feedback: how has your experience been using the Pain Relief Roll On?

Tap below to view details.",0
message_0333,u_007,direct,,,u_041,2026-06-13 07:17,"I reached home. Don't call now, phone battery is low. We can talk after dinner.",0
message_0275,u_024,business,,business_095,,2026-04-03 17:31,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0087,u_011,group,group_002,,u_043,2026-07-02 07:46,Someone DM'd me a 'maintenance quick pay' QR from a new number. Looks odd. Admin pls confirm before anyone scans.,0
message_0050,u_010,group,group_002,,u_043,2026-03-25 17:03,"At Gate 3 with grocery order for 12C. Guard asking resident confirmation before entry, can someone open intercom?",0
message_0028,u_001,business,,business_036,,2026-04-12 12:52,"Delivery attempt could not be completed.

A reattempt charge is pending for your parcel. Please complete verification at amazonpay-delivery.in before the package is returned tonight.

Tap below to continue.

Reply STOP to opt out.",0
message_0200,u_040,group,group_005,,u_050,2026-03-31 17:03,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0288,u_028,business,,business_100,,2026-07-09 07:52,"Security profile update

Firewall profile has documented a port filtering adjustment, 442801.

Verify to continue.",0
message_0043,u_011,group,group_002,,u_043,2026-08-07 12:17,Caption: service notice. OCR: Fire alarm test tomorrow 9 AM-11 AM. Elevators may pause during each floor check.,0
message_0144,u_014,group,group_004,,u_046,2026-07-30 07:24,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0080,u_002,group,group_005,,u_050,2026-04-23 17:03,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0207,u_001,group,group_002,,u_043,2026-06-09 07:46,B tower water pressure will be low from 5:30 to 7 PM because the plumber is changing the valve near the pump room.,0
message_0157,u_001,group,group_001,,u_041,2026-05-16 12:46,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0064,u_002,business,,business_096,,2026-07-10 12:24,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",0
message_0354,u_037,direct,,,u_041,2026-05-16 07:24,Hotel reception called. They need your ID before 6 PM or the room preference will be released.,0
message_0241,u_012,group,group_007,,u_054,2026-08-17 12:08,I found two refundable stays in Leh. Sharing options here so we can decide over the weekend.,1
message_0243,u_013,business,,business_053,,2026-08-04 07:17,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",0
message_0058,u_013,group,group_010,,u_043,2026-05-11 12:52,"Potluck sheet open for Sunday. Add flat no + dish by weekend, no need to reply here.",0
message_0193,u_040,group,group_022,,u_052,2026-08-13 12:17,Promoter posted same pre-launch plot message in multiple local groups with different payment numbers.,0
message_0206,u_001,business,,business_001,,2026-05-30 17:39,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
message_0339,u_014,direct,,,u_041,2026-08-12 07:57,"Nurse called. Please bring the old prescription file when you come, they need it before changing dosage.",0
message_0046,u_001,group,group_002,,u_043,2026-08-04 12:39,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0128,u_001,group,group_011,,u_043,2026-04-27 17:52,"Route B bus leaving 15 min early today, main signal road blocked. Pickup 7:35 sharp, driver can't wait.",0
message_0057,u_011,group,group_002,,u_043,2026-05-01 07:46,Admin note: Aug maintenance still pending for 18 flats. Pay only in society app or office QR near reception. Don't use links posted by residents.,0
message_0092,u_007,group,group_002,,u_043,2026-07-19 17:12,Admin note: Aug maintenance still pending for 18 flats. Pay only in society app or office QR near reception. Don't use links posted by residents.,0
message_0335,u_009,direct,,,u_041,2026-07-03 17:31,"I sent the electricity bill photo. Please pay from the usual app only, not from any link someone forwards.",0
message_0119,u_011,business,,business_004,,2026-03-01 17:57,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0276,u_024,business,,business_099,,2026-04-13 07:39,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0075,u_009,group,group_005,,u_050,2026-04-06 07:31,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0187,u_012,group,group_008,,u_041,2026-06-14 12:46,Book club notes from yesterday uploaded. Read before next week's call if you missed it.,0
message_0244,u_013,business,,business_063,,2026-08-14 12:24,"Important account notice

Dear Customer,

We noticed a security update pending on your banking profile.

Check the latest status at the link shared in this chat before access is restricted.

Reply STOP to opt out.",0
message_0204,u_011,group,group_002,,u_043,2026-05-10 07:24,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0245,u_014,business,,business_101,,2026-03-05 17:31,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0059,u_013,group,group_010,,u_043,2026-05-21 17:57,Weekend plan details are in sheet. Add name if joining dinner after match.,0
message_0272,u_023,business,,business_094,,2026-04-06 17:12,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0235,u_010,group,group_009,,u_054,2026-06-18 12:31,Did you eat dinner? I left some dal in the fridge if you come late.,0
message_0111,u_014,group,group_009,,u_041,2026-06-01 07:08,Good morning all. Have a peaceful day.,0
message_0334,u_007,direct,,,u_041,2026-06-23 12:24,Call me now. I am outside the hospital gate and need to decide whether to wait or come back.,0
message_0340,u_014,direct,,,u_051,2026-03-03 12:03,Forwarded health tip: avoid all tablets and use this herbal mix instead. Share with elders urgently.,9
message_0218,u_005,business,,business_050,,2026-03-06 17:52,"Hi Customer,

Your latest account status has been updated.

Tap below to view the details securely in your banking app.

Team Banking Services",0
message_0286,u_027,group,group_020,,u_043,2026-06-19 12:39,Gas smell reported near service lift. Security is checking now; please avoid that lobby for 20 minutes.,0
message_0174,u_008,business,,business_005,,2026-04-11 07:24,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0133,u_004,group,group_005,,u_050,2026-05-14 12:17,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0151,u_005,group,group_021,,u_054,2026-04-19 12:08,Forwarded stock jackpot tip: buy now before upper circuit. Several users dismissed it as noisy speculation.,12
message_0108,u_016,group,group_023,,u_054,2026-06-04 07:52,Forwarded scholarship link in student group asked for bank details before showing eligibility; several students reported it.,12
message_0215,u_004,business,,business_005,,2026-07-26 17:31,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0267,u_021,business,,business_105,,2026-08-06 07:46,"Dear Customer,

Zillow: price dropped on a saved listing near Bellevue. Open house slots are available this Saturday.

Tap below to view details.",0
message_0347,u_028,direct,,,u_046,2026-04-09 17:46,Please check the AWS finding now. The IAM role touched production billing export and the alert is marked high.,0
message_0191,u_005,group,group_005,,u_050,2026-07-24 17:08,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0110,u_014,group,group_009,,u_041,2026-05-22 17:03,"Fwd: Start the day with gratitude. Send this to 10 people you care about, don't break the chain.",12
message_0270,u_022,business,,business_015,,2026-03-17 07:03,"Dear Customer,

Vendor payment file for this week is ready for review. Please approve from the normal finance dashboard.

Tap below to view details.",0
message_0329,u_004,direct,,,u_046,2026-06-06 17:57,Can you look at the payment worker once? Retries are piling up again and the client escalation starts in 20 minutes.,0
message_0094,u_001,group,group_002,,u_043,2026-08-08 12:24,"At Gate 3 with grocery order for 12C. Guard asking resident confirmation before entry, can someone open intercom?",0
message_0051,u_010,business,,business_001,,2026-04-04 07:08,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
message_0293,u_030,business,,business_008,,2026-03-09 17:17,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0179,u_011,group,group_002,,u_043,2026-04-28 17:57,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0306,u_034,business,,business_027,,2026-06-14 07:39,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0190,u_005,group,group_005,,u_050,2026-07-14 12:03,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0010,u_026,group,group_015,,u_054,2026-06-09 12:03,"Match thread tonight? I'll put poll after dinner, join if watching.",0
message_0177,u_007,business,,business_005,,2026-04-08 07:46,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0097,u_008,business,,business_003,,2026-03-19 12:46,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0162,u_009,group,group_005,,u_050,2026-07-05 07:12,"Weekend coupon reminder again. Extra savings selected categories, app-only, limited time, last few hours.",0
message_0068,u_003,group,group_016,,u_051,2026-07-17 17:52,"Weekend coupon reminder again. Extra savings selected categories, app-only, limited time, last few hours.",0
message_0342,u_016,direct,,,u_045,2026-08-09 07:12,Your internship approval is still missing one supervisor email. Send it before 5 PM or the form will lock.,0
message_0231,u_009,business,,business_098,,2026-05-09 07:08,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",0
message_0242,u_013,business,,business_050,,2026-07-25 17:12,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",0
message_0109,u_016,group,group_023,,u_054,2026-06-14 12:57,University student chat: anyone has lab slides? u_016 usually reads these later and rarely replies during class hours.,0
message_0091,u_002,group,group_002,,u_043,2026-07-09 12:08,"Accounts update: late fee after Fri 5 PM. If paid by transfer, send receipt to office WhatsApp, not this group. Sheet updated after 7.",0
message_0053,u_003,group,group_004,,u_046,2026-04-24 17:17,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0067,u_001,group,group_001,,u_051,2026-07-07 12:46,"Fwd: Start the day with gratitude. Send this to 10 people you care about, don't break the chain.",12
message_0291,u_029,business,,business_001,,2026-08-08 07:08,"Hello,

Your office pantry supplies are out for delivery between 3 PM and 5 PM.

The delivery partner may call from a masked number once they reach reception.

Team Amazon Business",0
message_0317,u_038,business,,business_110,,2026-03-11 17:46,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0062,u_021,business,,business_001,,2026-06-20 17:12,"Hi Customer,

Your return pickup is scheduled between 2 PM and 5 PM today.

Please keep the item packed with all accessories. You can track the pickup status in your Amazon app.

Team Amazon",0
